Date,Username,User tag,Content,Mentions,link
"2024-11-06,14:55:34",itsbangalore,#0,jma3a,,
"2024-11-06,14:55:41",itsbangalore,#0,l9it khdma 13 hours a day with bad pay,,
"2024-11-06,14:55:43",itsbangalore,#0,💀,,
"2024-11-06,14:55:48",_ego.0,#0,"Sayi n3tik whda mala, aw chbab",_mehdi69.#0,
"2024-11-06,14:55:56",_mehdi69.,#0,nbghi الرمان,_ego.0#0,
"2024-11-06,14:56:05",skyxedo,#0,how u  got,itsbangalore#0,
"2024-11-06,14:56:06",_ego.0,#0,<a:ALG_Lmfao:822067665786503218>,nemouz#0,
"2024-11-06,14:56:08",_mehdi69.,#0,Gimme 2,,
"2024-11-06,14:56:12",bill8109,#0,Lucky you,itsbangalore#0,
"2024-11-06,14:56:28",_ego.0,#0,3lbli w f mizek 3lh jbtlk whda <:3_yummy:1055752690661068831>,_mehdi69.#0,
"2024-11-06,14:56:30",itsbangalore,#0,bruh,,
"2024-11-06,14:56:35",itsbangalore,#0,<@716321147909701723>  bro wtf 13 hours,bill8109#0,
"2024-11-06,14:56:36",itsbangalore,#0,m9wda,,
"2024-11-06,14:56:37",bill8109,#0,Sbah yr3a lghnm w flil ydir tik tok,nemouz#0,
"2024-11-06,14:56:46",_mehdi69.,#0,A777 laazizaa,_ego.0#0,
"2024-11-06,14:56:48",bill8109,#0,Normal,itsbangalore#0,
"2024-11-06,14:56:55",itsbangalore,#0,hadi fi 9ahwa,,
"2024-11-06,14:56:57",itsbangalore,#0,hhh,,
"2024-11-06,14:56:59",itsbangalore,#0,caffe resto,,
"2024-11-06,14:57:03",nemouz,#0,w fel 3id ydirlna wahed joumla,bill8109#0,
"2024-11-06,14:57:08",_mehdi69.,#0,Khtik khou,,
"2024-11-06,14:57:13",_mehdi69.,#0,13h bezaf,,
"2024-11-06,14:57:26",itsbangalore,#0,js,,
"2024-11-06,14:57:30",bill8109,#0,Ana mn3ydch,nemouz#0,
"2024-11-06,14:57:30",itsbangalore,#0,wlh jsp wach ndir,,
"2024-11-06,14:57:31",itsbangalore,#0,XD,,
"2024-11-06,14:57:34",_mehdi69.,#0,https://tenor.com/view/richard-attenborough-whip-whipped-whiplash-whiplashed-gif-16890874512241116786,,
"2024-11-06,14:57:35",_mehdi69.,#0,Slavery,,
"2024-11-06,14:57:35",bill8109,#0,Kachma ydirlk.nta brk,,
"2024-11-06,14:57:45",nemouz,#0,same ana batni ana kafer,bill8109#0,
"2024-11-06,14:57:53",itsbangalore,#0,<@699296572525117600>  ga3 rana slaves,_mehdi69.#0,
"2024-11-06,14:57:54",itsbangalore,#0,matrix,,
"2024-11-06,14:57:55",_ego.0,#0,M3lich di 2,_mehdi69.#0,https://cdn.discordapp.com/attachments/840535839138119680/1303720023000481924/278ACC2D-440B-49DE-88D1-AFBCAE130F73.jpg?ex=672e18e3&is=672cc763&hm=ff26389cc658c27b660cf76b72afc0cd73e564b1e7a9195e60a3b53d63e10f31&
"2024-11-06,14:58:08",bill8109,#0,Racism,_ego.0#0,
"2024-11-06,14:58:16",_mehdi69.,#0,hhhhhhhhhhhhhhhhhhhhh thnxxx,_ego.0#0,
"2024-11-06,14:58:35",_mehdi69.,#0,But alach roman andkoum kbir,,
"2024-11-06,14:58:38",nemouz,#0,hhhhhhhhhhhh thnxnxx,_mehdi69.#0,
"2024-11-06,14:58:40",bill8109,#0,Mnytk rah tedi wahda chehba ?,_mehdi69.#0,
"2024-11-06,14:58:49",_ego.0,#0,La wa7da mbronzia w lokhra la,bill8109#0,
"2024-11-06,14:58:52",dxairiyaa,#0,who r u,n.xxxx.#0,
"2024-11-06,14:59:10",_ego.0,#0,HHHHHHHHHHHHHHHHHH ns9silk w ngolk 3lh,_mehdi69.#0,
"2024-11-06,14:59:17",bill8109,#0,Dayrilnou l7ana,_ego.0#0,
"2024-11-06,14:59:24",_mehdi69.,#0,Nbghi Roman lkbir lbgha ykoun khl 🤫,bill8109#0,
"2024-11-06,14:59:27",_ego.0,#0,Bro roman jay hak part t nn,,
"2024-11-06,14:59:30",bri05255,#0,ida fiha khalsa chaba 3lh lala,_mehdi69.#0,
"2024-11-06,14:59:33",n.xxxx.,#0,<:ALG_Ghost:1044266438271172749> well you dont have to know,dxairiyaa#0,
"2024-11-06,14:59:36",_ego.0,#0,Wah,bill8109#0,
"2024-11-06,14:59:46",_mehdi69.,#0,100 mill,bri05255#0,
"2024-11-06,14:59:48",dxairiyaa,#0,same here my friend,n.xxxx.#0,
"2024-11-06,14:59:53",bill8109,#0,Jamais fhmt wahad f denya Hadi kma fhmtk nta,_mehdi69.#0,
"2024-11-06,14:59:57",bill8109,#0,Za3im,,
"2024-11-06,15:00:09",dxairiyaa,#0,nehi 3lina batna hedii,,
"2024-11-06,15:00:12",_mehdi69.,#0,Laaziiiiiz xD,bill8109#0,
"2024-11-06,15:00:18",_ego.0,#0,Don’t judge book by it’s cover,bill8109#0,
"2024-11-06,15:00:32",bill8109,#0,They all sweet from the inside,_ego.0#0,
"2024-11-06,15:00:32",_ego.0,#0,HHHHHHHHHHHHHHHHHH,_mehdi69.#0,
"2024-11-06,15:00:42",_mehdi69.,#0,Hhhhhhhhhhhhhhhhhhhhh,_ego.0#0,
"2024-11-06,15:00:44",bill8109,#0,U just have open it up,,
"2024-11-06,15:00:53",bri05255,#0,machkitch 100 elf l 13 h khadma hakda 7a9ha minimum 250 elf,,
"2024-11-06,15:01:03",_ego.0,#0,https://tenor.com/view/mala-ana-nrouh-talking-gif-15410033,bill8109#0,
"2024-11-06,15:01:06",bill8109,#0,Wch khasha batna besides everything,dxairiyaa#0,
"2024-11-06,15:01:32",bill8109,#0,Wlh ghire mli7a,bri05255#0,
"2024-11-06,15:01:35",nemouz,#0,wcha chayeb haya nahbto les allées ntfrjo f dodanat,,
"2024-11-06,15:01:41",bill8109,#0,Akhdm ykhdm sahbi,,
"2024-11-06,15:01:52",_mehdi69.,#0,<@1171064841868431472> 13h wlkhlas gdach,itsbangalore#0、bri05255#0,
"2024-11-06,15:01:53",bill8109,#0,Kachma dir lmst9bl,,
"2024-11-06,15:02:01",nemouz,#0,"el khadam 3orat el rdjal, slave",,
"2024-11-06,15:02:14",_mehdi69.,#0,nroho l trig Biskra khir,nemouz#0,
"2024-11-06,15:02:53",nemouz,#0,wch yjik men wilaya yelbsou fiha balgheen ki tsob nou,,
"2024-11-06,15:03:05",dxairiyaa,#0,mathereech ! 9alo wsh khesha,bill8109#0,
"2024-11-06,15:03:12",dxairiyaa,#0,khesha nta blk machi ana,,
"2024-11-06,15:03:27",dxairiyaa,#0,ana lmohim neholi batna hedi<:Septembre:853004713581871184>,,
"2024-11-06,15:03:33",_ego.0,#0,Tbghi karmos tani? <:ALG_Kirbing:1168325854712041512>,_mehdi69.#0,https://cdn.discordapp.com/attachments/840535839138119680/1303721441853702214/400001EB-A217-4FEF-8BA6-14E2A3C26E27.jpg?ex=672e1a35&is=672cc8b5&hm=805a12679b89016d79cad1d06f727ca2683bac9f6aac0d405a8262fa1ae3fac3&
"2024-11-06,15:03:35",_mehdi69.,#0,nn dsl,dxairiyaa#0,
"2024-11-06,15:03:46",bri05255,#0,rni 9oltlk khadma fo9 8 h ykono f 100 sema 13 h tkon jwayh 250 max 300 elf ana nchofha mli7a,_mehdi69.#0,
"2024-11-06,15:03:52",dxairiyaa,#0,allah yzwjek bent elhlal,_mehdi69.#0,
"2024-11-06,15:03:54",_mehdi69.,#0,nn nbghi l abricot,_ego.0#0,
"2024-11-06,15:04:00",_mehdi69.,#0,amine,dxairiyaa#0,
"2024-11-06,15:04:14",dxairiyaa,#0,<:Septembre:853004713581871184> walo ah,_mehdi69.#0,
"2024-11-06,15:04:14",_mehdi69.,#0,Yeahh haka mliha,bri05255#0,
"2024-11-06,15:04:19",_mehdi69.,#0,nn dsl,dxairiyaa#0,
"2024-11-06,15:04:32",dxairiyaa,#0,madesolich,_mehdi69.#0,
"2024-11-06,15:04:50",bri05255,#0,bayna mliha,_mehdi69.#0,
"2024-11-06,15:04:53",bill8109,#0,I did say besides everything,dxairiyaa#0,
"2024-11-06,15:05:09",bill8109,#0,Wlh ghire nfhmhm,nemouz#0,
"2024-11-06,15:05:24",bill8109,#0,Always happens to me when I wear converse,,
"2024-11-06,15:05:37",dxairiyaa,#0,tsa3bha ela rohek.. i said direct 🙂,bill8109#0,
"2024-11-06,15:05:52",_ego.0,#0,"Ghdwa nchrilk lym kyn hado, banan w oranges w ananas",_mehdi69.#0,
"2024-11-06,15:07:02",_mehdi69.,#0,It's okayy lssl roman,_ego.0#0,
"2024-11-06,15:07:11",bill8109,#0,Direct ma twelich a joke,dxairiyaa#0,
"2024-11-06,15:07:47",dxairiyaa,#0,okeey got it got u,bill8109#0,
"2024-11-06,15:08:12",aminessss_ch,#0,khsart  2/10 <:ALG_theuncaty:1137537510621335634> <:ALG_theuncaty:1137537510621335634>,,
"2024-11-06,15:08:26",aminessss_ch,#0,i'm cooked,,
"2024-11-06,15:08:31",headhunterz999,#0,let me cry let me cry,,
"2024-11-06,15:08:33",bill8109,#0,Hhhhhh,aminessss_ch#0,
"2024-11-06,15:08:46",bill8109,#0,Sad movie scary movie,headhunterz999#0,
"2024-11-06,15:09:32",dxairiyaa,#0,the right person will hear you differently,,
"2024-11-06,15:09:41",bill8109,#0,U mean burned,aminessss_ch#0,
"2024-11-06,15:09:55",aminessss_ch,#0,on fire bb,bill8109#0,
"2024-11-06,15:10:04",aminessss_ch,#0,wl3aaaat,,
"2024-11-06,15:10:10",bill8109,#0,Cause baby you're a firework,aminessss_ch#0,
"2024-11-06,15:10:10",aminessss_ch,#0,tchwaat,,
"2024-11-06,15:10:15",bill8109,#0,<:ALG_kekw:852170231673782332> <:ALG_kekw:852170231673782332> <:ALG_kekw:852170231673782332>,,
"2024-11-06,15:10:24",bill8109,#0,Bouzalouf,aminessss_ch#0,
"2024-11-06,15:10:41",bri05255,#0,mangue tani mli7a,_ego.0#0,
"2024-11-06,15:10:48",aminessss_ch,#0,😭 😭,bill8109#0,
"2024-11-06,15:11:13",aminessss_ch,#0,ghadi nl3ab b lux drwq,,
"2024-11-06,15:11:44",bill8109,#0,تسما ثقبتها فلول راح تزيد كثر فالثاني,aminessss_ch#0,
"2024-11-06,15:11:52",bill8109,#0,👍,,
"2024-11-06,15:11:58",bill8109,#0,Al3b kachma b yi,,
"2024-11-06,15:12:00",aminessss_ch,#0,rani nvizi 3la 0/15,bill8109#0,
"2024-11-06,15:12:01",bill8109,#0,Wla teemo,,
"2024-11-06,15:12:30",aminessss_ch,#0,rani bot btw,bill8109#0,
"2024-11-06,15:12:35",bill8109,#0,Tjib 0/35 nchrilk nitro,aminessss_ch#0,
"2024-11-06,15:12:40",bill8109,#0,<:ALG_kekw:852170231673782332> <:ALG_kekw:852170231673782332> <:ALG_kekw:852170231673782332>,,
"2024-11-06,15:12:46",bill8109,#0,Roh bchwi brk,,
"2024-11-06,15:13:13",bill8109,#0,خطوة بخطوة,,
"2024-11-06,15:13:14",_ego.0,#0,<:hehe:1286445505932431471>,_mehdi69.#0,
"2024-11-06,15:13:17",bri05255,#0,wchno had jeux ?,,
"2024-11-06,15:13:24",emyyyyyyyyyy,#0,Slm slim,,
"2024-11-06,15:13:28",bill8109,#0,League of legends,bri05255#0,
"2024-11-06,15:13:36",_ego.0,#0,Umm 🤔 ig it’s not bad,bri05255#0,
"2024-11-06,15:13:46",emyyyyyyyyyy,#0,Kchma whd hna ykhdm sponsoring??,,
"2024-11-06,15:13:50",aminessss_ch,#0,7aba 7aba njiboha fl chabkaa,bill8109#0,
"2024-11-06,15:14:11",emyyyyyyyyyy,#0,😭😭 dima n3jz nkmlha,bill8109#0,
"2024-11-06,15:14:13",emyyyyyyyyyy,#0,Mrc,,
"2024-11-06,15:14:24",emyyyyyyyyyy,#0,Anyone ?,,
"2024-11-06,15:14:30",bill8109,#0,بطلنا,,
"2024-11-06,15:14:33",_ego.0,#0,U still believe in right person? <:ALG_theuncaty:1137537510621335634>,dxairiyaa#0,
"2024-11-06,15:15:05",bill8109,#0,Roh brk U have ch3b lbatni behind Ur back,aminessss_ch#0,
"2024-11-06,15:15:08",bill8109,#0,U can do it,,
"2024-11-06,15:15:29",bill8109,#0,https://tenor.com/view/cheering-minions-despicable-me-cheer-gif-4968109,,
"2024-11-06,15:15:31",bri05255,#0,yban s3ib 🙂 nn ?,bill8109#0,
"2024-11-06,15:15:43",aminessss_ch,#0,rani b caitlyn,bill8109#0,
"2024-11-06,15:15:46",bill8109,#0,Oui chwi brk,bri05255#0,
"2024-11-06,15:15:48",_mehdi69.,#0,,,https://cdn.discordapp.com/attachments/840535839138119680/1303724522586902591/Screenshot_2024-10-19-05-41-43-01_1c337646f29875672b5a61192b9010f9.jpg?ex=672e1d14&is=672ccb94&hm=c66c8a6bcf322db0e79a63a8d917415ff8b0e639d6c1028025b44fbd00fd2a12&
"2024-11-06,15:15:49",aminessss_ch,#0,fiha khiir,,
"2024-11-06,15:15:51",_mehdi69.,#0,Chat raw zahi,,
"2024-11-06,15:15:55",_mehdi69.,#0,W9tha,,
"2024-11-06,15:15:55",bill8109,#0,Mli7a,aminessss_ch#0,
"2024-11-06,15:16:04",_ego.0,#0,M na3tikch 7asanet,_mehdi69.#0,
"2024-11-06,15:16:14",bill8109,#0,Caitlyn tfri Biha,,
"2024-11-06,15:16:21",_mehdi69.,#0,alach,_ego.0#0,
"2024-11-06,15:16:49",bill8109,#0,Hasanat ana nt3b Bach njibhoum W Nas yadiwhm 3la dahri,_ego.0#0,
"2024-11-06,15:16:51",bill8109,#0,Mafihach,,
"2024-11-06,15:16:52",_ego.0,#0,La kont ngsr 3titk w dit tani,_mehdi69.#0,
"2024-11-06,15:17:04",_ego.0,#0,<:ALG_OMEGALUL:842607487098421248> <:ALG_OMEGALUL:842607487098421248> <:ALG_OMEGALUL:842607487098421248> <:ALG_OMEGALUL:842607487098421248>,bill8109#0,
"2024-11-06,15:17:05",_mehdi69.,#0,laazizaa ²,_ego.0#0,
"2024-11-06,15:17:07",bill8109,#0,Bi3lou,_ego.0#0,
"2024-11-06,15:17:13",_ego.0,#0,HHHHHHHHHHHHHHHHHH,_mehdi69.#0,
"2024-11-06,15:17:24",_ego.0,#0,,bill8109#0,
"2024-11-06,15:17:31",bill8109,#0,Use promo code pantera for 30% off,,
"2024-11-06,15:17:35",bill8109,#0,Link on my bio,,
"2024-11-06,15:17:40",_ego.0,#0,HHHHHHHHHHHHHHHHHH,bill8109#0,
"2024-11-06,15:17:46",_ego.0,#0,30 bzf,,
"2024-11-06,15:17:48",_ego.0,#0,10,,
"2024-11-06,15:17:51",_ego.0,#0,%,,
"2024-11-06,15:18:07",bill8109,#0,30% for newcomers,_ego.0#0,
"2024-11-06,15:18:11",bill8109,#0,<:ALG_kekw:852170231673782332> <:ALG_kekw:852170231673782332> <:ALG_kekw:852170231673782332> <:ALG_kekw:852170231673782332>,,
"2024-11-06,15:18:11",_mehdi69.,#0,Ki yadhn ntwdha nod nsali,,
"2024-11-06,15:18:19",_ego.0,#0,HHHHHHHHHHHHHHHHHH kyna,bill8109#0,
"2024-11-06,15:18:22",houssemkandsi,#0,hello,,
"2024-11-06,15:18:27",_ego.0,#0,D3ili,_mehdi69.#0,
"2024-11-06,15:18:41",_mehdi69.,#0,Nooo makish fahma concept,_ego.0#0,
"2024-11-06,15:19:05",_ego.0,#0,,_mehdi69.#0,
"2024-11-06,15:19:22",dxairiyaa,#0,"i was yeah,..",_ego.0#0,
"2024-11-06,15:19:43",_mehdi69.,#0,Trap king 9alha,_ego.0#0,
"2024-11-06,15:20:47",nemouz,#0,,,https://cdn.discordapp.com/attachments/840535839138119680/1303725778566910043/Snaptik.app_74338308328773911092.jpg?ex=672e1e3f&is=672cccbf&hm=d2d9942444aabbc7a744c00d18bfd67ce0402970c12c7fa771281a19906e2607&
"2024-11-06,15:22:11",baldguy_,#0,kayna,nemouz#0,
"2024-11-06,15:22:30",emyyyyyyyyyy,#0,Hahahha,nemouz#0,
"2024-11-06,15:23:19",bill8109,#0,rebi y3tik core bghl,_ego.0#0,
"2024-11-06,15:23:43",_mehdi69.,#0,Khenchela core✨,bill8109#0,
"2024-11-06,15:24:47",emyyyyyyyyyy,#0,<@1293288776235356240>,n1daxc#0,
"2024-11-06,15:27:05",.coool,#0,<:ALG_Djawed:1267219975471628378>,_mehdi69.#0,
"2024-11-06,15:27:20",_mehdi69.,#0,cc slm,.coool#0,
"2024-11-06,15:27:29",.coool,#0,slm mhd,_mehdi69.#0,
"2024-11-06,15:29:48",baldguy_,#0,<@217623121254023169>  multiboxer cheaters now <:ALG_PepeLaugh:800544985148555264>,cybert7#0,
"2024-11-06,15:31:25",.coool,#0,<:ALG_Sunny:1263209544188694641> <:ALG_Sunny:1263209544188694641> <:ALG_Sunny:1263209544188694641>,,
"2024-11-06,15:31:32",emyyyyyyyyyy,#0,<@712279378163400776>,anes_911#0,
"2024-11-06,15:31:35",emyyyyyyyyyy,#0,9l9ni,,
"2024-11-06,15:31:42",emyyyyyyyyyy,#0,Hadk al admin li ismo,,
"2024-11-06,15:31:43",emyyyyyyyyyy,#0,Coool,,
"2024-11-06,15:32:00",emyyyyyyyyyy,#0,Gli al batnya,,
"2024-11-06,15:32:03",emyyyyyyyyyy,#0,Fayhin,,
"2024-11-06,15:32:07",emyyyyyyyyyy,#0,,,
"2024-11-06,15:32:21",emyyyyyyyyyy,#0,Baniwh,,
"2024-11-06,15:33:08",aminessss_ch,#0,<@716321147909701723> mskiin daro ff kmalt 3/1/5,bill8109#0,
"2024-11-06,15:33:23",bill8109,#0,Mli7a,aminessss_ch#0,
"2024-11-06,15:33:27",bri05255,#0,wachbihm batnyin ?,emyyyyyyyyyy#0,
"2024-11-06,15:33:40",bill8109,#0,Ana lzmli navigi CS team,,
"2024-11-06,15:33:42",aminessss_ch,#0,tchji3aaq howa li chaja3nii,bill8109#0,
"2024-11-06,15:33:45",.coool,#0,<@1050918095335739413>,mike.tsu_x#0,https://cdn.discordapp.com/attachments/840535839138119680/1303729042754633801/465464663_122123091446475312_7735356822456274561_n.jpg?ex=672e2149&is=672ccfc9&hm=67f329a8731cbea6e6db629fc8aa8d12992688d7a17ae2a7ae5019473b151048&
"2024-11-06,15:33:46",akboom,#0,ta3jbni hedi propaganda,the_doorkeeper#0,
"2024-11-06,15:34:16",aminessss_ch,#0,ta3 la cite hado <:ALG_NOOO:1044681745372545026>,.coool#0,
"2024-11-06,15:34:42",poluga1,#0,Nta mgl3,akboom#0,
"2024-11-06,15:34:49",n.xxxx.,#0,hahahahaha ana 5/12,aminessss_ch#0,
"2024-11-06,15:34:50",n.xxxx.,#0,xD,,
"2024-11-06,15:34:54",n.xxxx.,#0,,,
"2024-11-06,15:35:02",aminessss_ch,#0,kolina ikhwaa,n.xxxx.#0,
"2024-11-06,15:35:05",.coool,#0,dom wach rak !!,n.xxxx.#0,
"2024-11-06,15:35:14",n.xxxx.,#0,hahahahaha,aminessss_ch#0,
"2024-11-06,15:35:15",mike.tsu_x,#0,https://tenor.com/view/cako-my-honest-reaction-my-honest-reaction-meme-giga-chad-gigachad-gif-2845832567982176970,.coool#0,
"2024-11-06,15:35:22",_ego.0,#0,Ameeeeen 🤲🏻 ( hada mkn ? ),bill8109#0,
"2024-11-06,15:35:23",aminessss_ch,#0,<@1138103281038667826> arwa7 draft,n.xxxx.#0,
"2024-11-06,15:35:23",n.xxxx.,#0,good wnta jawad ?,.coool#0,
"2024-11-06,15:35:28",akboom,#0,dad bod,poluga1#0,
"2024-11-06,15:35:31",n.xxxx.,#0,sure,aminessss_ch#0,
"2024-11-06,15:35:32",n.xxxx.,#0,invite,,
"2024-11-06,15:35:40",bill8109,#0,,aminessss_ch#0,https://cdn.discordapp.com/attachments/840535839138119680/1303729523220807792/VID_19850730_054936_878.mp4?ex=672e21bc&is=672cd03c&hm=90d8d7030e24778d0c403da875002e3ac607125d02487b36c584d9643287b559&
"2024-11-06,15:35:41",aminessss_ch,#0,nta adc w ana sup <@1138103281038667826>,n.xxxx.#0,
"2024-11-06,15:35:45",bill8109,#0,Ana ki d3itlk.knt nkhmm f lee priest body,_ego.0#0,
"2024-11-06,15:35:51",bill8109,#0,I think that's enough,,
"2024-11-06,15:36:05",bill8109,#0,Core bghl kima T3 lee priest wch tzid tbghi,,
"2024-11-06,15:36:17",aminessss_ch,#0,this one goo hard,bill8109#0,
"2024-11-06,15:36:23",_ego.0,#0,https://tenor.com/view/lee-priest-bodybuilder-posing-gif-20439089,bill8109#0,
"2024-11-06,15:36:30",n.xxxx.,#0,join,aminessss_ch#0,
"2024-11-06,15:36:37",.coool,#0,,bill8109#0,https://cdn.discordapp.com/attachments/840535839138119680/1303729760072896623/monkey_video___monkey___bandar___monkey_voice___funny_manki_comedy_video___monkey_video_shorts.mp4?ex=672e21f4&is=672cd074&hm=d00ec2b610276c19aa672184b379ab79f0820b4865328639695509e8a7467b96&
"2024-11-06,15:36:39",_ego.0,#0,Kyna ( bghi bzf ),bill8109#0,
"2024-11-06,15:37:08",bill8109,#0,<:ALG_kekw:852170231673782332> <:ALG_kekw:852170231673782332> <:ALG_kekw:852170231673782332> <:ALG_kekw:852170231673782332>,.coool#0,
"2024-11-06,15:38:09",poluga1,#0,Dad bod= insane strength,akboom#0,
"2024-11-06,15:38:30",bill8109,#0,Air bod,akboom#0,
"2024-11-06,15:38:52",bill8109,#0,,.coool#0,https://cdn.discordapp.com/attachments/840535839138119680/1303730327038066761/421747065_25340979558849012_6423711222001472161_n.mp4?ex=672e227c&is=672cd0fc&hm=dd3e0a7f93244a9d3127d01c675b05dc44836cf0e4b65657aeb7351c169d9e26&
"2024-11-06,15:38:52",bill8109,#0,Peek male performance,poluga1#0,
"2024-11-06,15:39:21",akboom,#0,https://tenor.com/view/grizzly-frog-gif-24752610,poluga1#0,
"2024-11-06,15:40:16",.0ss,#0,Yupp 🤣🤣🤣,yuriiiiiiiiie#0,
"2024-11-06,15:40:24",bill8109,#0,Bach ki tkhsrou thslha fih tgoulou ADC  fachal?,aminessss_ch#0,
"2024-11-06,15:40:53",.0ss,#0,"Even where i work, ppl calls me 3ami 😂",yuriiiiiiiiie#0,
"2024-11-06,15:41:26",ssxrq_sd,#0,https://tenor.com/view/very-cat-gif-27584673,,
"2024-11-06,15:43:30",chk_nourr,#0,Hellooo,,
"2024-11-06,15:43:47",bill8109,#0,Khask.calin ?,,
"2024-11-06,15:43:52",bill8109,#0,<:ALG_kekw:852170231673782332> <:ALG_kekw:852170231673782332> <:ALG_kekw:852170231673782332>,,
"2024-11-06,15:44:04",chk_nourr,#0,Non 😭🤣🤣,,
"2024-11-06,15:44:12",bill8109,#0,<@322247763385647114> arwah n3tik calin,akboom#0,
"2024-11-06,15:44:35",.coool,#0,Hello,chk_nourr#0,
"2024-11-06,15:44:48",chk_nourr,#0,Hru !?,.coool#0,
"2024-11-06,15:44:58",bill8109,#0,Coool is coool,,
"2024-11-06,15:45:03",akboom,#0,https://tenor.com/view/fat-fat-families-tarnya-cuff-waddle-fat-waddle-gif-4704748394955300934,bill8109#0,
"2024-11-06,15:45:03",.coool,#0,good wbu,chk_nourr#0,
"2024-11-06,15:45:04",akboom,#0,ani jay*,,
"2024-11-06,15:45:08",.coool,#0,nn dsl,bill8109#0,
"2024-11-06,15:45:12",akboom,#0,nn wlh mongol kbir,bill8109#0,
"2024-11-06,15:45:15",akboom,#0,bsh bda yesta39l,,
"2024-11-06,15:45:17",akboom,#0,idk why,,
"2024-11-06,15:45:24",bill8109,#0,<:ALG_kekw:852170231673782332>,akboom#0,
"2024-11-06,15:45:35",bill8109,#0,Curable,akboom#0,
"2024-11-06,15:45:44",akboom,#0,tbanli he's inlove nkdb 3lik,bill8109#0,
"2024-11-06,15:45:46",chk_nourr,#0,fine thank u,.coool#0,
"2024-11-06,15:45:46",baldguy_,#0,wela discord mod,,
"2024-11-06,15:45:50",baldguy_,#0,el masoulia,,
"2024-11-06,15:45:54",baldguy_,#0,tghayar El insan,,
"2024-11-06,15:46:00",bill8109,#0,<:ALG_kekw:852170231673782332> <:ALG_kekw:852170231673782332> <:ALG_kekw:852170231673782332>,akboom#0,
"2024-11-06,15:46:02",.coool,#0,wlcm,chk_nourr#0,
"2024-11-06,15:46:02",baldguy_,#0,<:ALG_akboom:1215420419339980891>,,
"2024-11-06,15:46:04",bill8109,#0,Blind love,,
"2024-11-06,15:46:06",akboom,#0,real,baldguy_#0,
"2024-11-06,15:46:10",.coool,#0,nn dsl,baldguy_#0,
"2024-11-06,15:46:16",chk_nourr,#0,Thanks 🫀,.coool#0,
"2024-11-06,15:46:19",.coool,#0,nn dsl²,akboom#0,
"2024-11-06,15:46:23",yuriiiiiiiiie,#0,196 machi batel,.0ss#0,
"2024-11-06,15:46:27",akboom,#0,<@776769968955457546>  are you,.coool#0,
"2024-11-06,15:46:33",baldguy_,#0,elabalna bik mazalk mkch 3a9el f other servers <:ALG_akboom:1215420419339980891>,,
"2024-11-06,15:46:39",akboom,#0,wtf oss is tall asf,yuriiiiiiiiie#0,
"2024-11-06,15:46:40",yuriiiiiiiiie,#0,wjh yl3b dor too,,
"2024-11-06,15:46:46",.coool,#0,a7snt,baldguy_#0,
"2024-11-06,15:46:50",baldguy_,#0,khaliha f sitr Allah wahifdih,,
"2024-11-06,15:46:55",whostheodos,#0,https://tenor.com/view/funny-dance-gif-10587235,,
"2024-11-06,15:47:14",bill8109,#0,Yl3b centre back,yuriiiiiiiiie#0,
"2024-11-06,15:47:18",yuriiiiiiiiie,#0,bayen kan yel3ab basket,akboom#0,
"2024-11-06,15:47:23",akboom,#0,l9itou f wahd server wesmou daddy dadscore 9a3ed f voice chat yahdr (don't ask me why i was there too),baldguy_#0,
"2024-11-06,15:47:28",novexlhbb,#0,https://tenor.com/view/jester-dance-dmc3-jester-dance-dmc3-gif-27231722,,
"2024-11-06,15:48:02",bill8109,#0,My first hardest boss,novexlhbb#0,
"2024-11-06,15:48:09",baldguy_,#0,El question wa3lach Ana manich thema <:ALG_akboom:1215420419339980891>,akboom#0,
"2024-11-06,15:48:29",baldguy_,#0,asdi9a2 soua hado mahomch yekhdmo f khedmathom mlih,,
"2024-11-06,15:48:49",bill8109,#0,Daddy dad score,akboom#0,
"2024-11-06,15:48:59",.coool,#0,nn photoshop,akboom#0,
"2024-11-06,15:49:13",bill8109,#0,Going to a party in a white  toxido,,
"2024-11-06,15:49:14",.coool,#0,machi ana hadak,,
"2024-11-06,15:49:30",baldguy_,#0,manakdbch elik kont mdayarlk mute,,
"2024-11-06,15:49:52",baldguy_,#0,kol mayadkhl voice chat yebda y3ayat ki haycha,,
"2024-11-06,15:49:57",baldguy_,#0,<:ALG_akboom:1215420419339980891>,,
"2024-11-06,15:50:02",baldguy_,#0,ha9i9a mora,,
"2024-11-06,15:50:54",bill8109,#0,الاندفاع الالكتروني,baldguy_#0,
"2024-11-06,15:52:10",.0ss,#0,Its good ki tchof Kamel ness t7tk (fer3oun once said),yuriiiiiiiiie#0,
"2024-11-06,15:52:21",emyyyyyyyyyy,#0,<@776769968955457546> golo,.coool#0、bri05255#0,
"2024-11-06,15:52:34",kitter969,#0,dude why mkach rich guy,,
"2024-11-06,15:52:41",kitter969,#0,like to have fun,,
"2024-11-06,15:52:54",.coool,#0,mysl7och,emyyyyyyyyyy#0,
"2024-11-06,15:53:01",kitter969,#0,and pay for everything,,
"2024-11-06,15:53:25",kitter969,#0,and all he want just to chill with friend,,
"2024-11-06,15:53:37",kitter969,#0,<:ALG_Sadge:1188883647772758106>,,
"2024-11-06,15:53:57",baldguy_,#0,hadi manich fahemha hata ana,,
"2024-11-06,15:54:09",baldguy_,#0,3andi week looking for rich steam family to adopt me,,
